"NOME_MUNICIPIO",">2ppb","=2ppb","1ppb<x<2ppb","=1ppb","0.1ppb<x<1ppb","=0.1ppb","0ppb<x<0.1ppb","=0ppb","all Detections","all Measurements","Population","UF"
"CAIRU",0,0,0,3,0,0,0,0,3,3,18224,"BA"
"CAIUA",0,0,0,0,0,0,0,0,0,25,5695,"SP"
"CAJAMAR",0,0,0,11,0,0,0,0,11,44,73921,"SP"
"CAJATI",0,0,0,0,0,0,2,0,2,8,28870,"SP"
"CAJOBI",0,0,0,0,0,0,0,0,0,12,10444,"SP"
"CAJURU",0,0,0,1,0,0,4,0,5,20,25655,"SP"
"CALDAZINHA",0,0,0,0,0,0,0,0,0,8,3703,"GO"
"CALIFORNIA",0,0,0,0,0,0,0,0,0,9,8583,"PR"
"CALMON",0,0,0,0,0,0,0,0,0,3,3380,"SC"
"CAMACAN",0,0,0,9,0,0,0,0,9,9,33310,"BA"
"CAMACARI",0,0,0,25,0,0,3,0,28,42,296893,"BA"
"CAMAMU",0,0,0,4,0,0,0,0,4,4,36644,"BA"
"CAMAPUA",0,0,0,0,0,0,0,0,0,12,13694,"MS"
"CAMBARA",0,0,0,0,0,0,0,1,1,10,25401,"PR"
"CAMBARA DO SUL",0,0,0,0,0,0,0,0,0,14,6680,"RS"
"CAMBE",0,0,0,0,0,0,0,0,0,7,105347,"PR"
"CAMBIRA",0,0,0,0,0,0,0,0,0,6,7808,"PR"
"CAMBUI",0,0,0,0,6,0,0,0,6,6,29165,"MG"
"CAMPESTRE DA SERRA",0,0,0,0,0,0,0,0,0,6,3407,"RS"
"CAMPESTRE DE GOIAS",0,0,0,0,0,0,0,2,2,4,3622,"GO"
"CAMPINA DA LAGOA",0,0,0,0,0,0,0,0,0,24,15042,"PR"
"CAMPINA DAS MISSOES",0,0,0,0,0,0,0,0,0,6,5994,"RS"
"CAMPINA DO SIMAO",0,0,0,0,0,0,0,0,0,6,4062,"PR"
"CAMPINA GRANDE DO SUL",0,0,0,0,1,0,14,1,16,21,42547,"PR"
"CAMPINAS",0,2,0,9,1,0,5,0,17,443,1182429,"SP"
"CAMPINAS DO SUL",0,0,0,0,0,0,0,0,0,4,5641,"RS"
"CAMPINORTE",0,0,0,0,0,0,0,0,0,3,12321,"GO"
"CAMPO BELO DO SUL",0,0,0,0,1,0,0,0,1,6,7177,"SC"
"CAMPO BOM",0,0,0,0,0,0,0,1,1,6,64914,"RS"
"CAMPO BONITO",0,0,0,0,0,0,0,0,0,7,4162,"PR"
"CAMPO DO TENENTE",0,0,0,0,0,0,8,0,8,16,7829,"PR"
"CAMPO ERE",0,0,0,0,1,0,0,0,1,1,8787,"SC"
"CAMPO FORMOSO",0,0,0,3,0,0,0,0,3,3,73448,"BA"
"CAMPO GRANDE",0,0,0,0,0,0,97,0,97,363,9692,"AL"
"CAMPO LARGO",0,0,0,0,0,0,4,0,4,30,127309,"PR"
"CAMPO LIMPO DE GOIAS",0,0,0,0,0,0,0,0,0,3,7345,"GO"
"CAMPO MAGRO",0,0,0,0,0,0,8,0,8,8,28244,"PR"
"CAMPO MOURAO",0,0,0,0,0,2,0,0,2,2,94153,"PR"
"CAMPO NOVO",0,0,0,0,0,0,0,2,2,5,5161,"RS"
"CAMPO VERDE",0,0,0,0,0,0,3,0,3,3,39933,"MT"
"CAMPOS BELOS",0,0,0,0,0,0,0,2,2,6,19786,"GO"
"CAMPOS BORGES",0,0,0,0,0,0,0,0,0,5,3514,"RS"
"CAMPOS DO JORDAO",0,1,0,0,0,0,5,2,8,10,51454,"SP"
"CAMPOS DOS GOYTACAZES",1,0,0,0,0,0,58,0,59,75,490288,"RJ"
"CAMPOS LINDOS",0,0,0,0,0,0,0,0,0,4,9795,"TO"
"CAMPOS NOVOS",0,0,0,0,0,0,0,0,0,43,35710,"SC"
"CAMPOS VERDES",0,0,0,0,0,0,0,0,0,2,3399,"GO"
"CANANEIA",0,0,0,0,0,0,8,0,8,8,12609,"SP"
"CANARANA",0,0,0,0,0,0,0,0,0,2,26862,"BA"
"CANAS",0,0,0,0,0,0,2,1,3,3,4975,"SP"
"CANAVIEIRAS",0,0,0,3,0,0,0,0,3,3,33002,"BA"
"CANDEIAS",0,0,0,10,0,0,0,0,10,11,89707,"BA"
"CANDELARIA",0,0,0,0,0,0,0,0,0,7,31603,"RS"
"CANDIDO DE ABREU",0,0,0,0,0,0,0,0,0,11,16059,"PR"
"CANDIDO GODOI",0,0,0,0,1,0,0,2,3,7,6567,"RS"
"CANDIDO RODRIGUES",0,0,0,0,0,0,0,0,0,2,2792,"SP"
"CANDIDO SALES",0,0,0,2,0,0,0,0,2,2,26674,"BA"
"CANDOI",0,0,0,0,0,0,0,0,0,13,15978,"PR"
"CANELA",0,0,0,0,0,0,0,0,0,11,43062,"RS"
"CANELINHA",0,0,0,0,0,0,0,0,0,2,11944,"SC"
"CANOAS",0,0,0,0,0,0,0,0,0,12,343853,"RS"
"CANOINHAS",0,0,0,0,5,0,0,0,5,15,54403,"SC"
"CANTAGALO",0,0,0,0,0,3,0,0,3,15,4517,"MG"
"CAPANEMA",0,0,0,0,0,0,4,0,4,8,67150,"PA"
"CAPAO BONITO",0,0,0,0,0,0,10,13,23,36,47463,"SP"
"CAPAO DO LEAO",0,0,0,0,0,0,0,1,1,3,25495,"RS"
"CAPELA DE SANTANA",0,0,0,0,0,0,0,0,0,5,11455,"RS"
"CAPELA DO ALTO",0,0,0,0,6,0,8,0,14,14,20005,"SP"
"CAPELA DO ALTO ALEGRE",0,0,0,2,0,0,0,0,2,2,12199,"BA"
"CAPIM GROSSO",0,0,0,4,0,0,0,0,4,4,31392,"BA"
"CAPINZAL",0,0,0,0,0,0,3,0,3,8,22524,"SC"
"CAPITAO LEONIDAS MARQUES",0,0,0,0,0,0,0,0,0,16,15850,"PR"
"CAPIVARI",0,0,0,0,0,0,0,0,0,16,54298,"SP"
"CARACOL",0,0,1,0,0,0,0,0,1,1,10729,"PI"
"CARAGUATATUBA",0,0,0,0,10,2,1,0,13,34,116786,"SP"
"CARAIBAS",0,0,0,3,0,0,0,0,3,3,9773,"BA"
"CARAMBEI",0,0,0,0,0,0,0,0,0,14,22282,"PR"
"CARANDAI",0,0,0,0,0,0,0,1,1,1,25376,"MG"
"CARANGOLA",0,0,0,0,0,0,0,0,0,1,33559,"MG"
"CARAPICUIBA",0,0,0,0,0,0,0,1,1,5,396587,"SP"
"CARAVELAS",0,0,0,6,0,0,0,0,6,6,22740,"BA"
"CARAZINHO",0,0,0,0,0,0,0,0,0,4,62339,"RS"
"CARDEAL DA SILVA",0,0,0,5,0,0,0,0,5,5,9544,"BA"
"CARDOSO",0,0,0,0,0,0,0,2,2,2,12328,"SP"
"CARIRI DO TOCANTINS",0,0,0,0,0,0,0,0,0,4,4296,"TO"
"CARLOPOLIS",0,0,0,0,0,0,0,0,0,11,14431,"PR"
"CARLOS BARBOSA",0,0,0,0,0,0,0,0,0,5,28091,"RS"
"CARMO DE MINAS",0,0,0,0,0,0,0,0,0,4,14822,"MG"
"CARMO DO CAJURU",0,4,0,0,14,0,0,0,18,20,22136,"MG"
"CARMO DO RIO VERDE",0,0,0,0,0,0,0,2,2,6,9862,"GO"
"CARMOLANDIA",0,0,0,0,0,0,0,0,0,4,2555,"TO"
"CARMOPOLIS DE MINAS",0,0,0,0,0,0,0,0,0,23,18995,"MG"
"CARRASCO BONITO",0,0,0,0,0,0,0,0,0,9,4055,"TO"
"CASA BRANCA",0,0,0,0,0,0,24,12,36,37,30144,"SP"
"CASCA",0,0,0,0,0,0,0,0,0,4,9079,"RS"
"CASCAVEL",0,0,0,0,1,0,4,0,5,44,71079,"CE"
"CASEARA",0,0,0,0,0,0,0,0,0,4,5265,"TO"
"CASEIROS",0,1,0,0,0,0,0,0,1,4,3185,"RS"
"CASIMIRO DE ABREU",0,0,0,1,0,1,0,0,2,17,41999,"RJ"
"CASSIA DOS COQUEIROS",0,0,0,0,0,0,6,0,6,9,2591,"SP"
"CASTELANDIA",0,0,0,0,1,2,0,0,3,3,3610,"GO"
"CASTELO",0,0,0,0,0,0,0,0,0,5,38304,"ES"
"CASTILHO",0,0,0,14,0,0,30,7,51,72,20362,"SP"
"CASTRO",0,0,0,0,0,0,0,0,0,27,71501,"PR"
"CATANDUVA",0,0,0,0,5,0,0,0,5,276,120691,"SP"
"CATANDUVAS",0,0,0,0,2,0,0,0,2,31,10451,"PR"
"CATIGUA",0,0,0,0,5,0,2,1,8,8,7700,"SP"
"CATUIPE",0,0,0,0,0,0,0,0,0,6,9335,"RS"
"CATURAI",0,0,0,0,0,0,0,6,6,6,5041,"GO"
"CAVALCANTE",0,0,0,0,0,0,0,0,0,8,9829,"GO"
"CAXAMBU DO SUL",0,0,0,0,0,0,0,0,0,3,3850,"SC"
"CAXIAS DO SUL",0,0,0,0,0,0,0,0,0,125,483377,"RS"
"CEDRAL",0,0,0,0,0,1,0,4,5,5,10490,"MA"
"CELSO RAMOS",0,0,0,0,0,0,0,0,0,2,2760,"SC"
"CENTENARIO",0,0,0,0,0,0,0,0,0,5,2866,"TO"
"CENTENARIO DO SUL",0,0,0,0,0,0,0,0,0,13,11246,"PR"
"CERES",0,0,0,0,0,0,0,4,4,4,22155,"GO"
"CERQUEIRA CESAR",0,0,0,0,0,11,14,1,26,28,19495,"SP"
"CERQUILHO",0,0,0,1,0,2,4,0,7,17,46733,"SP"
"CERRO AZUL",0,0,0,0,0,0,4,1,5,8,17885,"PR"
"CERRO GRANDE DO SUL",0,0,0,0,0,0,2,0,2,2,11486,"RS"
"CERRO LARGO",0,0,0,0,0,0,0,0,0,1,14069,"RS"
"CERRO NEGRO",0,0,0,0,3,0,0,0,3,4,3254,"SC"
"CESARIO LANGE",0,0,0,0,1,0,20,7,28,42,17587,"SP"
"CEU AZUL",0,0,0,0,0,0,0,0,0,7,11764,"PR"
"CEZARINA",0,0,0,0,3,5,0,0,8,12,8386,"GO"
"CHAPADA",0,0,0,0,0,0,0,2,2,5,9597,"RS"
"CHAPADA DA NATIVIDADE",0,0,0,0,0,0,0,0,0,12,3364,"TO"
"CHAPADAO DO CEU",0,0,0,5,0,1,5,0,11,21,9110,"GO"
"CHAPADAO DO LAGEADO",0,0,0,0,1,0,0,0,1,5,2953,"SC"
"CHAPADAO DO SUL",0,0,0,5,0,0,0,0,5,7,23940,"MS"
"CHAPECO",0,0,0,0,0,0,0,0,0,52,213279,"SC"
"CHARQUEADA",0,0,0,0,0,0,8,0,8,8,16772,"SP"
"CHARQUEADAS",0,0,0,0,0,0,0,0,0,1,38899,"RS"
"CHAVANTES",0,0,0,0,0,0,0,0,0,3,12487,"SP"
"CHIAPETTA",0,0,0,0,0,0,0,0,0,2,4026,"RS"
"CHOPINZINHO",0,0,0,0,0,0,4,0,4,8,19911,"PR"
"CHORROCHO",0,0,0,1,0,0,0,0,1,1,11591,"BA"
"CHUVISCA",0,0,0,0,0,0,0,0,0,6,5319,"RS"
"CIANORTE",0,0,0,0,0,0,0,0,0,34,79571,"PR"
"CICERO DANTAS",0,0,0,4,0,0,0,0,4,4,34676,"BA"
"CIDADE GAUCHA",0,0,0,0,0,2,0,0,2,5,12326,"PR"
"CIDADE OCIDENTAL",0,0,0,0,0,0,0,0,0,11,66777,"GO"
"CIDREIRA",0,0,0,0,0,0,0,2,2,2,14710,"RS"
"CIPO",0,0,0,4,0,0,0,0,4,4,17739,"BA"
"CIRIACO",0,0,0,0,0,0,0,0,0,5,4983,"RS"
"CLAUDIA",0,0,0,0,0,0,12,0,12,12,11716,"MT"
"CLEMENTINA",0,0,0,0,0,0,0,12,12,42,8254,"SP"
"CLEVELANDIA",0,0,0,0,0,0,4,0,4,8,17250,"PR"
"COARACI",0,0,0,3,0,0,0,0,3,3,19022,"BA"
"COCAL DO SUL",0,0,0,0,0,2,0,0,2,8,16446,"SC"
"COCALZINHO DE GOIAS",0,0,0,0,0,0,0,0,0,12,19583,"GO"
"COLATINA",0,0,0,70,0,0,0,0,70,93,124525,"ES"
"COLIDER",0,6,0,0,0,0,0,0,6,6,32298,"MT"
"COLINA",0,0,0,0,0,0,0,0,0,56,18376,"SP"
"COLINAS DO TOCANTINS",0,0,0,0,0,0,0,0,0,18,34839,"TO"
"COLMEIA",0,0,0,0,0,0,0,4,4,10,8409,"TO"
"COLOMBIA",0,0,0,0,0,1,2,0,3,4,6225,"SP"
"COLOMBO",0,0,0,0,0,0,2,0,2,36,237402,"PR"
"COLORADO",0,0,0,0,1,0,1,0,2,2,23941,"PR"
"COMBINADO",0,0,0,0,0,0,0,0,0,6,4874,"TO"
"CONCEICAO DA FEIRA",0,0,0,1,0,0,0,0,1,1,23024,"BA"
"CONCEICAO DO TOCANTINS",0,0,0,0,0,0,0,0,0,12,4179,"TO"
"CONCHAL",0,0,0,0,0,8,0,0,8,10,27554,"SP"
"CONCHAS",0,0,0,0,0,0,2,2,4,4,17638,"SP"
"CONCORDIA",0,0,0,0,1,0,0,0,1,13,73766,"SC"
"CONDE",0,0,0,5,0,0,0,0,5,5,24769,"PB"
"CONDEUBA",0,0,0,1,0,0,0,0,1,1,18191,"BA"
"CONDOR",0,0,0,0,0,0,0,0,0,4,6836,"RS"
"CONFRESA",0,0,0,0,0,0,2,0,2,2,29471,"MT"
"CONGONHINHAS",0,0,0,0,0,0,0,0,0,8,8821,"PR"
"CONQUISTA D'OESTE",0,0,0,0,0,1,0,0,1,2,3860,"MT"
"CONSELHEIRO MAIRINCK",0,0,0,0,0,0,0,1,1,12,3866,"PR"
"CONSELHEIRO PENA",0,0,0,0,0,0,0,0,0,4,23240,"MG"
"CONSOLACAO",0,0,0,0,0,1,1,0,2,2,1810,"MG"
"CONSTANTINA",0,0,0,0,0,0,0,0,0,2,10109,"RS"
"CONTENDA",0,0,0,0,0,0,0,0,0,8,17961,"PR"
"CONTENDAS DO SINCORA",0,0,0,2,0,0,0,0,2,2,4299,"BA"
"COQUEIRAL",0,0,0,0,5,0,0,0,5,5,9432,"MG"
"CORBELIA",0,0,0,0,0,0,0,0,0,23,17193,"PR"
"CORDEIRO",0,0,0,0,0,0,0,0,0,1,21250,"RJ"
"CORDEIROPOLIS",0,0,0,0,0,0,1,0,1,20,23793,"SP"
"CORDILHEIRA ALTA",0,0,0,0,0,0,0,0,0,2,4321,"SC"
"CORNELIO PROCOPIO",0,0,0,0,0,0,0,0,0,11,48677,"PR"
"COROADOS",0,0,0,0,2,0,5,0,7,8,5885,"SP"
"CORONEL DOMINGOS SOARES",0,0,0,0,0,0,0,0,0,4,7547,"PR"
"CORONEL FREITAS",0,0,0,0,0,0,0,0,0,8,10130,"SC"
"CORONEL MACEDO",0,0,0,0,0,0,5,5,10,10,4840,"SP"
"CORONEL MARTINS",0,0,0,0,2,0,0,0,2,4,2548,"SC"
"CORONEL SAPUCAIA",0,0,0,0,0,0,0,0,0,6,15016,"MS"
"CORONEL XAVIER CHAVES",0,0,0,0,0,0,0,0,0,1,3471,"MG"
"CORREGO DO OURO",0,0,0,0,0,0,0,0,0,4,2514,"GO"
"CORREIA PINTO",0,0,0,0,4,0,0,0,4,4,13358,"SC"
"CORUMBAIBA",0,0,0,0,0,0,0,0,0,13,9332,"GO"
"CORUMBATAI",0,0,0,4,0,0,0,0,4,49,4054,"SP"
"CORUMBATAI DO SUL",1,0,0,0,0,1,0,0,2,3,3617,"PR"
"CORUPA",0,0,0,0,0,0,0,0,0,6,15541,"SC"
"COSMOPOLIS",0,0,0,0,0,0,0,0,0,2,69086,"SP"
"COSMORAMA",0,0,0,0,0,22,0,0,22,44,7374,"SP"
"COSTA RICA",0,0,0,0,0,0,8,0,8,8,20159,"MS"
"COTEGIPE",0,0,0,2,0,0,0,0,2,2,14414,"BA"
"COTIA",0,0,0,0,0,0,2,0,2,2,237750,"SP"
"COTIPORA",0,0,0,0,0,0,0,0,0,5,4000,"RS"
"COUTO MAGALHAES",0,0,0,0,0,0,0,0,0,10,5529,"TO"
"COXILHA",0,0,0,0,0,0,0,0,0,1,2876,"RS"
"COXIM",0,0,0,0,0,0,0,0,0,30,33323,"MS"
"CRATEUS",0,0,0,0,0,0,0,0,0,5,74426,"CE"
"CRAVINHOS",0,0,0,0,0,0,0,0,0,6,34651,"SP"
"CRAVOLANDIA",0,0,0,4,0,0,0,0,4,4,5576,"BA"
"CRICIUMA",0,0,0,0,0,0,0,0,0,16,211369,"SC"
"CRISOPOLIS",0,0,0,2,0,0,0,0,2,2,21835,"BA"
"CRISSIUMAL",0,0,0,0,0,0,0,0,0,7,14195,"RS"
"CRISTAIS PAULISTA",0,0,0,0,1,0,0,0,1,1,8424,"SP"
"CRISTAL",0,0,0,0,0,0,0,0,0,2,7831,"RS"
"CRISTALANDIA",0,0,0,0,0,0,0,0,0,3,7374,"TO"
"CRISTALINA",0,0,0,0,0,0,0,0,0,6,55347,"GO"
"CRISTIANOPOLIS",0,0,0,0,0,0,0,1,1,2,3029,"GO"
"CRISTOPOLIS",0,0,0,2,0,0,0,0,2,2,14403,"BA"
"CRIXAS",0,0,0,0,0,0,0,2,2,6,16893,"GO"
"CRIXAS DO TOCANTINS",0,0,0,0,0,0,0,0,0,3,1708,"TO"
"CRUZ ALTA",0,0,0,0,0,0,0,0,0,6,63463,"RS"
"CRUZ MACHADO",0,0,0,0,0,0,0,0,0,21,18907,"PR"
"CRUZALIA",0,0,0,0,0,0,1,0,1,2,2161,"SP"
"CRUZEIRO DO IGUACU",0,0,0,0,0,0,4,0,4,20,4369,"PR"
"CRUZEIRO DO OESTE",0,0,0,0,0,0,0,0,0,13,21237,"PR"
"CRUZEIRO DO SUL",0,0,0,0,0,0,0,0,0,3,82622,"AC"
"CRUZMALTINA",0,0,0,0,0,0,0,0,0,9,3110,"PR"
"CUBATAO",0,0,0,0,0,0,0,0,0,15,128748,"SP"
"CUIABA",0,0,0,0,0,0,50,0,50,185,590118,"MT"
"CUNHA PORA",0,0,0,0,2,0,0,0,2,11,11057,"SC"
"CUNHATAI",0,0,0,0,5,0,0,0,5,12,1955,"SC"
"CURIONOPOLIS",0,0,0,0,0,0,0,0,0,12,17453,"PA"
"CURITIBA",0,0,0,0,4,0,12,1,17,25,1908359,"PR"
"CURITIBANOS",0,0,0,0,18,0,0,0,18,22,39566,"SC"
"CURIUVA",0,0,0,0,0,0,0,0,0,9,15004,"PR"
"DAMIANOPOLIS",0,0,0,0,0,0,0,0,0,1,3389,"GO"
"DARIO MEIRA",0,0,0,4,0,0,0,0,4,4,11716,"BA"
"DAVID CANABARRO",0,0,0,0,0,0,0,0,0,7,4844,"RS"
"DEODAPOLIS",0,0,0,0,0,0,0,0,0,25,12773,"MS"
"DERRUBADAS",0,0,0,0,0,0,0,0,0,2,3102,"RS"
"DESCALVADO",0,0,0,0,0,0,0,0,0,2,33346,"SP"
"DESCANSO",0,0,0,0,0,0,0,0,0,6,8399,"SC"
"DIADEMA",0,1,0,0,0,0,7,2,10,64,417869,"SP"
"DIAMANTE D'OESTE",0,0,0,0,0,0,0,0,0,14,5294,"PR"
"DIAMANTE DO NORTE",0,0,0,0,0,0,0,0,0,3,5389,"PR"
"DIAMANTE DO SUL",0,0,0,0,0,0,0,0,0,6,3555,"PR"
"DIANOPOLIS",0,0,0,0,0,0,0,0,0,6,21738,"TO"
"DIAS D'AVILA",0,0,0,32,0,0,0,0,32,40,80657,"BA"
"DILERMANDO DE AGUIAR",0,0,0,0,0,0,0,0,0,5,3130,"RS"
"DIONISIO CERQUEIRA",0,0,0,0,2,0,0,0,2,9,15450,"SC"
"DIORAMA",0,0,0,0,0,0,0,6,6,9,2547,"GO"
"DIRCE REIS",0,0,0,0,0,0,4,2,6,7,1785,"SP"
"DIVINOLANDIA",0,0,0,0,0,0,4,14,18,18,11384,"SP"
"DIVINOPOLIS DE GOIAS",0,0,0,0,0,0,0,5,5,8,4995,"GO"
"DIVINOPOLIS DO TOCANTINS",0,0,0,0,0,0,0,0,0,3,6868,"TO"
"DOBRADA",0,0,0,0,0,0,0,0,0,17,8744,"SP"
"DOIS CORREGOS",0,0,0,0,0,0,0,0,0,13,26891,"SP"
"DOIS IRMAOS",0,0,0,0,0,0,0,0,0,11,30753,"RS"
"DOIS IRMAOS DO BURITI",0,0,0,0,0,0,0,0,0,5,11132,"MS"
"DOIS IRMAOS DO TOCANTINS",0,0,0,0,0,0,0,0,0,8,7286,"TO"
"DOIS VIZINHOS",0,0,0,0,0,0,0,0,0,5,39856,"PR"
"DOLCINOPOLIS",0,0,0,0,0,0,3,3,6,7,2136,"SP"
"DOM FELICIANO",0,0,0,0,0,0,0,2,2,4,15279,"RS"
"DOM PEDRITO",0,0,0,0,0,0,0,0,0,5,39822,"RS"
"DONA EMMA",0,0,0,0,0,0,0,0,0,7,4081,"SC"
"DONA FRANCISCA",0,0,0,0,0,0,0,0,0,9,3331,"RS"
"DOURADINA",0,0,0,1,0,0,0,0,1,33,8439,"PR"
"DOURADO",0,0,0,0,0,0,0,4,4,17,8909,"SP"
"DOURADOS",0,0,1,7,1,0,0,0,9,57,218069,"MS"
"DOUTOR CAMARGO",0,0,0,0,0,0,0,0,0,4,6069,"PR"
"DOUTOR MAURICIO CARDOSO",0,0,0,0,0,0,0,0,0,3,5110,"RS"
"DOUTOR PEDRINHO",0,0,0,0,1,0,0,0,1,1,4043,"SC"
"DOVERLANDIA",0,0,0,0,0,0,0,0,0,9,7750,"GO"
"DRACENA",0,0,0,0,0,1,4,0,5,23,46324,"SP"
"DUARTINA",0,0,0,0,0,0,2,0,2,3,12549,"SP"
"DUAS BARRAS",0,0,0,0,4,1,0,0,5,7,11169,"RJ"
"DUERE",0,0,0,0,0,0,0,0,0,2,4727,"TO"
"ECOPORANGA",0,0,0,4,0,0,0,0,4,7,24217,"ES"
"EDEALINA",0,0,0,0,0,0,0,0,0,5,3809,"GO"
"EDEIA",0,0,0,0,0,0,0,0,0,2,12231,"GO"
"ELDORADO",0,0,0,0,0,0,0,0,0,14,15436,"SP"
"ELDORADO DO SUL",0,0,0,0,0,0,0,0,0,1,38581,"RS"
"ELIAS FAUSTO",0,0,0,0,0,0,0,0,0,2,17393,"SP"
"ELISIARIO",0,0,0,0,0,0,0,0,0,27,3537,"SP"
"ELISIO MEDRADO",0,0,0,4,0,0,0,0,4,4,8461,"BA"
"ELOI MENDES",0,0,0,0,2,0,0,0,2,2,27730,"MG"
"EMBAUBA",0,0,0,0,0,0,0,0,0,8,2476,"SP"
"EMBU-GUACU",0,0,0,0,1,0,0,1,2,2,68270,"SP"
"EMBU DAS ARTES",0,0,0,2,0,0,1,0,3,23,267054,"SP"
"EMILIANOPOLIS",0,0,0,0,0,0,0,0,0,7,3197,"SP"
"ENCANTADO",0,0,0,0,0,0,0,0,0,2,22128,"RS"
"ENCRUZILHADA",0,0,0,2,0,0,0,0,2,2,19376,"BA"
"ENCRUZILHADA DO SUL",0,0,0,0,0,0,0,0,0,5,25872,"RS"
"ENGENHEIRO BELTRAO",0,0,0,0,0,0,0,0,0,24,14314,"PR"
"ENGENHEIRO COELHO",0,0,0,0,0,0,0,0,0,6,19497,"SP"
"ENTRE-IJUIS",0,0,0,0,0,0,0,0,0,4,8981,"RS"
"ENTRE RIOS",0,0,0,9,0,0,0,0,9,24,43223,"BA"
"ENTRE RIOS DO OESTE",0,0,0,0,0,0,0,0,0,30,4406,"PR"
"ENTRE RIOS DO SUL",0,0,0,0,0,0,0,0,0,5,3035,"RS"
"EREBANGO",0,0,0,0,0,0,0,0,0,5,3066,"RS"
"ERECHIM",0,0,0,0,0,0,0,0,0,17,103437,"RS"
"ERVAL GRANDE",0,0,0,0,0,0,0,0,0,4,5170,"RS"
"ERVAL SECO",0,0,0,0,0,0,0,0,0,1,7660,"RS"
"ERVAL VELHO",0,0,0,0,0,0,0,0,0,3,4480,"SC"
"ESMERALDA",0,0,0,0,0,0,0,0,0,3,3313,"RS"
"ESPERANCA NOVA",0,0,0,0,0,2,0,0,2,8,1852,"PR"
"ESPERANTINA",0,0,0,0,0,0,0,0,0,2,10793,"TO"
"ESPIRITO SANTO DO PINHAL",0,0,0,1,0,0,11,4,16,21,44170,"SP"
"ESPLANADA",0,0,0,5,0,0,0,0,5,5,37845,"BA"
"ESPUMOSO",0,0,0,0,0,0,0,1,1,4,15843,"RS"
"ESTACAO",0,0,0,0,0,0,0,0,0,7,6161,"RS"
"ESTEIO",0,0,0,0,0,0,0,0,0,5,84237,"RS"
"ESTIVA GERBI",0,0,0,0,2,0,0,0,2,6,11067,"SP"
"ESTRELA",0,0,0,0,0,0,0,1,1,2,33140,"RS"
"ESTRELA D'OESTE",0,0,0,0,0,0,4,6,10,14,8466,"SP"
"ESTRELA DO NORTE",0,0,0,0,0,0,2,0,2,9,2769,"SP"
"EUCLIDES DA CUNHA",0,0,0,4,0,0,0,0,4,4,61924,"BA"
"EUCLIDES DA CUNHA PAULISTA",0,0,0,0,0,0,6,12,18,24,9559,"SP"
"EUNAPOLIS",0,0,0,2,0,0,0,0,2,2,115290,"BA"
"FAGUNDES VARELA",0,0,0,0,0,0,0,0,0,4,2724,"RS"
"FAROL",0,0,0,0,0,0,0,0,0,4,3323,"PR"
"FARROUPILHA",0,0,0,0,0,0,0,0,0,19,69542,"RS"
"FARTURA",0,0,0,0,0,0,2,3,5,8,16028,"SP"
"FATIMA",0,0,0,2,0,0,0,0,2,14,3879,"TO"
"FATIMA DO SUL",0,0,0,2,0,0,0,0,2,16,19181,"MS"
"FAXINAL",0,0,0,0,0,0,2,0,2,8,17306,"PR"
"FAXINAL DO SOTURNO",0,0,0,0,0,0,0,0,0,4,6867,"RS"
"FAXINAL DOS GUEDES",0,0,0,0,0,0,0,0,0,4,10745,"SC"
"FAXINALZINHO",0,0,0,0,0,0,0,0,0,4,2523,"RS"
"FAZENDA NOVA",0,0,0,0,0,0,0,6,6,8,6070,"GO"
"FAZENDA RIO GRANDE",0,0,0,0,0,0,2,6,8,14,95225,"PR"
"FEIRA DE SANTANA",0,0,0,1,0,0,0,0,1,1,627477,"BA"
"FELIZ",0,0,0,0,0,0,0,0,0,20,13273,"RS"
"FENIX",0,0,0,0,0,0,0,0,0,2,4898,"PR"
"FERNANDES PINHEIRO",0,0,0,0,0,0,20,0,20,24,5904,"PR"
"FERNANDO PRESTES",0,0,0,0,0,0,0,0,0,8,5782,"SP"
"FERNANDOPOLIS",0,0,0,0,3,0,4,5,12,16,68670,"SP"
"FERNAO",0,0,0,0,1,0,2,0,3,3,1691,"SP"
"FERRAZ DE VASCONCELOS",0,0,0,0,0,0,0,0,0,3,188868,"SP"
"FIGUEIRA",0,0,0,0,0,0,0,1,1,16,8177,"PR"
"FIGUEIRAO",0,0,0,0,0,0,0,0,0,5,3027,"MS"
"FIGUEIROPOLIS",0,0,0,0,0,0,0,0,0,4,5352,"TO"
"FILADELFIA",0,0,0,0,0,0,0,0,0,23,8893,"TO"
"FIRMINOPOLIS",0,0,0,0,0,0,0,10,10,18,12923,"GO"
"FLOR DA SERRA DO SUL",0,0,0,0,0,0,0,0,0,1,4782,"PR"
"FLORA RICA",0,0,0,0,0,0,2,3,5,5,1571,"SP"
"FLORAI",0,0,0,0,0,8,0,0,8,16,5103,"PR"
"FLOREAL",0,0,0,0,0,1,3,2,6,6,2982,"SP"
"FLORES DA CUNHA",0,0,0,0,0,0,0,0,0,11,29603,"RS"
"FLORESTA",0,0,0,0,0,0,0,0,0,5,32483,"PE"
"FLORESTA AZUL",0,0,0,2,0,0,0,0,2,2,11244,"BA"
"FLORESTOPOLIS",0,0,0,0,0,0,0,0,0,7,11087,"PR"
"FLORIANOPOLIS",0,0,0,0,0,0,0,0,0,50,485838,"SC"
"FLORIDA",0,2,0,1,0,0,0,0,3,9,2697,"PR"
"FLORIDA PAULISTA",0,0,0,0,1,2,6,4,13,20,14282,"SP"
